frame_idx,timestamp_ms,latency_ms,detected,gesture,pred_x,pred_y
121,187204802.9,28.72,1,1,0.6686,0.6784
122,187204833.2,39.11,1,1,0.5922,0.5453
123,187204873.9,40.83,1,1,0.5633,0.3886
124,187204916.7,20.20,1,1,0.5874,0.4228
125,187204938.5,32.07,1,1,0.5722,0.4552
126,187204972.6,25.75,1,1,0.5849,0.4377
127,187205000.3,30.09,1,1,0.5733,0.4695
128,187205032.0,34.28,1,1,0.5790,0.4593
129,187205068.4,26.64,1,1,0.5757,0.4794
130,187205096.6,40.60,1,1,0.5764,0.4725
131,187205144.0,28.50,1,1,0.5824,0.4993
132,187205174.1,26.58,1,1,0.6313,0.6696
133,187205202.5,22.13,1,1,0.6383,0.7482
134,187205226.2,41.68,1,1,0.6442,0.7151
135,187205269.6,33.93,1,1,0.6541,0.6955
136,187205305.5,30.22,1,1,0.6582,0.6904
137,187205337.4,31.91,1,1,0.6691,0.6777
138,187205371.3,27.17,1,1,0.6812,0.6683
139,187205400.1,31.54,1,1,0.6957,0.6452
140,187205433.6,39.45,1,1,0.7065,0.6338
141,187205474.8,22.39,1,1,0.7112,0.6456
142,187205499.1,30.57,1,1,0.7201,0.6237
143,187205531.9,28.93,1,1,0.7249,0.6327
144,187205562.8,28.64,1,1,0.7310,0.6367
145,187205594.8,29.77,1,1,0.7440,0.6214
146,187205641.8,34.32,1,1,0.7460,0.6135
147,187205678.2,27.54,1,1,0.7681,0.5559
148,187205707.5,26.60,1,1,0.7536,0.3535
149,187205735.7,32.65,1,1,0.7550,0.3190
150,187205770.2,28.52,1,1,0.7542,0.3400
151,187205800.3,30.53,1,1,0.7513,0.3470
152,187205832.5,31.95,1,1,0.7433,0.3525
153,187205866.0,41.95,1,1,0.7361,0.3582
154,187205910.0,19.71,1,1,0.7265,0.3679
155,187205931.3,37.57,1,1,0.7191,0.3788
156,187205970.6,20.71,1,1,0.7099,0.3726
157,187205993.3,29.42,1,1,0.6911,0.4066
158,187206024.4,49.75,1,1,0.6901,0.6934
159,187206076.5,27.76,1,1,0.6702,0.6735
160,187206105.8,30.85,1,1,0.6586,0.6769
161,187206138.7,31.94,1,1,0.6475,0.6886
162,187206172.7,27.61,1,1,0.6323,0.6983
163,187206202.3,28.49,1,1,0.6328,0.7203
164,187206232.4,27.28,1,1,0.6321,0.7136
165,187206265.6,26.86,1,1,0.6319,0.7085
166,187206294.2,33.99,1,1,0.6369,0.7163
167,187206330.2,28.25,1,1,0.6380,0.7113
168,187206360.2,32.16,1,1,0.6442,0.7114
169,187206394.0,30.68,1,1,0.6535,0.7123
170,187206426.3,47.38,1,1,0.6648,0.7127
171,187206475.3,29.37,1,1,0.6727,0.6838
172,187206506.5,29.92,1,1,0.6841,0.6651
173,187206538.1,31.63,1,1,0.6994,0.6084
174,187206571.4,31.22,1,1,0.7045,0.6158
175,187206604.4,40.48,1,1,0.7066,0.6010
176,187206647.0,29.42,1,1,0.7108,0.6070
177,187206678.2,19.63,1,1,0.7093,0.6159
178,187206699.5,30.74,1,1,0.7081,0.4391
179,187206732.1,32.60,1,1,0.6954,0.6604
180,187206766.6,27.80,1,1,0.6920,0.7141
181,187206796.5,31.67,1,1,0.6935,0.7140
182,187206830.2,42.57,1,1,0.6865,0.7093
183,187206874.4,30.06,1,1,0.6795,0.7074
184,187206906.1,42.22,1,1,0.6625,0.7187
185,187206950.4,19.65,1,1,0.6559,0.7210
186,187206971.7,27.61,1,1,0.6474,0.7190
187,187207013.1,20.10,1,1,0.6341,0.6232
188,187207034.8,29.11,1,1,0.6401,0.7027
189,187207065.5,30.76,1,1,0.6541,0.7413
190,187207097.9,28.96,1,1,0.6535,0.7236
191,187207128.5,31.83,1,1,0.6537,0.7123
192,187207162.3,31.42,1,1,0.6624,0.7041
193,187207195.6,29.45,1,1,0.6711,0.7092
194,187207227.1,43.62,1,1,0.6779,0.6721
195,187207272.4,37.05,1,1,0.6955,0.6428
196,187207312.9,22.04,1,1,0.7067,0.6040
197,187207336.5,32.52,1,1,0.7154,0.5972
198,187207370.7,27.87,1,1,0.7219,0.5966
199,187207400.2,33.91,1,1,0.7215,0.5888
200,187207436.0,38.58,1,1,0.7171,0.5889
201,187207476.2,19.62,1,1,0.7137,0.5957
202,187207497.4,29.04,1,1,0.6969,0.6012
203,187207528.1,31.78,1,1,0.6804,0.6219
204,187207561.8,31.19,1,1,0.6767,0.6296
205,187207595.0,28.99,1,1,0.6592,0.6800
206,187207626.1,44.78,1,1,0.6448,0.7037
207,187207672.8,39.96,1,1,0.6509,0.6609
208,187207714.5,19.68,1,1,0.6696,0.6968
209,187207735.8,34.79,1,1,0.6777,0.6954
210,187207772.9,23.87,0,0,nan,nan
211,187207798.3,34.16,0,0,nan,nan
212,187207834.1,33.39,0,0,nan,nan
213,187207869.3,28.35,0,0,nan,nan
214,187207899.6,31.16,0,0,nan,nan
215,187207932.3,40.01,0,0,nan,nan
216,187207974.3,39.47,1,0,nan,nan
217,187208015.7,31.05,1,0,nan,nan
218,187208048.3,22.66,1,0,nan,nan
219,187208072.5,30.82,1,0,nan,nan
220,187208104.9,29.64,1,0,nan,nan
221,187208136.1,32.62,1,0,nan,nan
222,187208170.3,31.37,1,0,nan,nan
223,187208203.7,33.42,1,0,nan,nan
224,187208238.7,24.84,1,0,nan,nan
225,187208265.1,30.98,1,0,nan,nan
226,187208297.6,41.06,1,0,nan,nan
227,187208340.6,20.87,1,0,nan,nan
228,187208363.2,28.85,1,0,nan,nan
229,187208393.6,31.95,1,0,nan,nan
230,187208427.8,44.20,1,0,nan,nan
231,187208473.6,40.83,1,1,0.6882,0.7337
232,187208516.4,19.59,1,1,0.6663,0.7420
233,187208537.6,31.05,1,1,0.6469,0.7759
234,187208570.3,29.22,1,1,0.6321,0.6366
235,187208601.1,32.07,1,1,0.6165,0.6447
236,187208635.0,31.72,1,1,0.5968,0.7401
237,187208668.8,27.25,1,1,0.5973,0.6742
238,187208697.7,30.97,1,1,0.6235,0.6371
239,187208730.2,32.95,1,1,0.6343,0.6040
240,187208765.2,37.59,1,1,0.6379,0.5857
241,187208804.6,20.60,1,1,0.6629,0.7943
242,187208827.1,44.98,1,1,0.6679,0.7412
243,187208873.7,33.09,1,1,0.6809,0.7185
244,187208908.7,27.73,1,1,0.6863,0.7206
245,187208938.5,29.04,1,1,0.6980,0.6707
246,187208980.9,19.69,1,1,0.7130,0.6801
247,187209002.3,30.56,1,1,0.7203,0.6759
248,187209034.5,30.03,1,1,0.7229,0.6854
249,187209066.1,41.45,1,1,0.7301,0.6777
250,187209109.2,23.77,1,1,0.7316,0.6408
251,187209134.6,24.55,1,1,0.7277,0.6750
252,187209160.7,31.87,1,1,0.7199,0.6571
253,187209194.5,27.90,1,1,0.7159,0.4603
254,187209224.0,47.04,1,1,0.7006,0.7168
255,187209272.9,31.34,1,1,0.7014,0.7248
256,187209306.9,40.96,1,1,0.7035,0.7355
257,187209349.4,27.79,1,1,0.7080,0.7120
258,187209378.9,20.33,1,1,0.7117,0.7283
259,187209401.2,32.59,1,1,0.7225,0.7335
260,187209435.8,27.84,1,1,0.7220,0.7267
261,187209465.3,31.05,1,1,0.7232,0.7247
262,187209498.1,28.07,1,1,0.7132,0.7429
263,187209527.8,28.50,1,1,0.7084,0.7379
264,187209557.8,43.05,1,1,0.7059,0.7320
265,187209608.0,20.08,1,1,0.7003,0.7279
266,187209629.9,43.12,1,1,0.6949,0.7477
267,187209675.2,28.03,1,1,0.6800,0.7515
268,187209704.8,31.54,1,1,0.6313,0.6303
269,187209737.9,29.95,1,1,0.6295,0.7024
270,187209769.6,30.63,1,1,0.6193,0.7611
271,187209801.9,30.75,1,1,0.6048,0.7634
272,187209835.8,38.71,1,1,0.5960,0.7561
273,187209876.7,29.93,1,1,0.5757,0.7347
274,187209908.6,19.40,1,1,0.5700,0.6758
275,187209929.8,29.40,1,1,0.5851,0.6502
276,187209976.5,31.60,1,1,0.6504,0.6305
277,187210010.3,29.40,1,1,0.6730,0.7604
278,187210041.4,32.41,1,1,0.6715,0.7456
279,187210075.7,30.37,1,1,0.6738,0.7227
280,187210108.2,30.88,1,1,0.6850,0.7132
281,187210141.6,37.13,1,1,0.6882,0.6968
282,187210180.8,20.05,1,1,0.7044,0.6629
283,187210202.5,29.72,1,1,0.7112,0.6495
284,187210233.9,40.02,1,1,0.7254,0.6363
285,187210276.0,21.47,1,1,0.7233,0.6371
286,187210299.0,31.10,1,1,0.7251,0.6165
287,187210332.8,28.11,1,1,0.7305,0.6240
288,187210362.8,27.81,1,1,0.7346,0.6220
289,187210392.3,35.14,1,1,0.7370,0.6080
290,187210429.4,41.44,1,1,0.7382,0.5924
291,187210472.5,30.47,1,1,0.7466,0.5818
292,187210504.5,33.99,1,1,0.7527,0.5564
293,187210540.5,26.43,1,1,0.7512,0.5528
294,187210569.0,37.33,1,1,0.7470,0.5578
295,187210607.9,34.95,1,1,0.7488,0.5602
296,187210644.8,19.93,1,1,0.7457,0.5596
297,187210666.4,28.19,1,1,0.7438,0.5522
298,187210696.4,29.69,1,0,0.7446,0.5534
299,187210728.1,30.95,1,0,0.7448,0.5500
